datetime,open,close/last,volume,market_adjustment%,biweekly_difference%,biweekly_volatility,label
2020-06-22,4.79,4.87,3178966,-0.9126536189951663,2.864706126813782,0.5515432893255073,Sell
2020-06-23,4.95,4.83,3205372,2.188157420897097,-5.555562335673542,0.40305086527633227,Buy
2020-06-24,4.83,4.41,2976209,6.638434090172989,-5.992687060914367,0.14142135623730964,Buy
2020-06-25,4.33,4.46,2450936,-1.7825891248321368,-0.5175860816990254,0.08485281374238578,Buy
2020-06-26,4.48,4.35,3801155,0.8143849593722976,-0.3010748391880971,0.06363961030678918,Buy
2020-06-29,4.35,4.38,2131330,0.4582317549264372,4.655165762457337,0.21213203435596412,Sell
2020-06-30,4.33,4.34,3889029,1.4112405153306218,-2.846045986234558,0.10606601717798175,Buy
2020-07-01,4.31,4.44,2304101,-2.696207299716077,3.398259673569588,0.19091883092036815,Sell
2020-07-02,4.49,4.29,1887751,4.0207691655247,0.8030511239057736,0.23334523779156074,Sell
2020-07-06,4.31,4.24,2140879,2.3983852286395817,0.9877120187143817,0.27577164466275367,Sell
2020-07-07,4.2,4.09,2456970,1.9520525078186157,-5.115839960274936,0.05656854249492385,Buy
2020-07-08,4.1,4.26,2052829,-3.3674049147764458,1.7787037110380126,0.10606601717798175,Sell
2020-07-09,4.27,4.21,1992621,0.6457470292586218,-2.2344988359611424,0.0707106781186545,Buy
2020-07-10,4.2,4.34,1410828,-2.3001752065311623,2.9474361364268957,0.21920310216782946,Sell
2020-07-13,4.35,4.26,4216265,0.5133101201842005,0.34324027482938724,0.1767766952966369,Sell
2020-07-14,4.22,4.08,2261589,5.113397517383774,-5.097792853280374,0.09899494936611673,Buy
2020-07-15,4.13,4.19,1474126,-1.4348054709039364,-0.6434837212492031,0.09192388155425173,Buy
2020-07-16,4.19,4.17,1330461,0.7020523738535107,-2.7546181584414793,0.049497474683058526,Buy
2020-07-17,4.16,3.96,3066549,4.823820289430474,-3.57180671843834,0.03535533905932725,Buy
2020-07-20,3.95,3.85,3401088,3.3860972473539634,-6.1706534908235735,0.21213203435596445,Buy
2020-07-21,3.9,4.01,3341012,-3.163787452456321,-3.595867484728863,0.2969848480983499,Buy
2020-07-22,4.02,4.11,2523547,-1.5887012037384332,-0.9866863271469719,0.3676955262170044,Buy
2020-07-23,4.09,4.11,3237550,-1.5887518067025206,6.066488556487389,0.2262741699796948,Sell
2020-07-24,4.06,4.03,2216295,0.6472609298957336,4.928141536185217,0.0919238815542511,Sell
2020-07-27,4.02,4.01,2472696,0.8565503950135878,-3.819787679772668,0.2262741699796954,Buy
2020-07-28,3.96,3.94,4555392,0.015604664103400723,0.7028370291749326,0.2899137802864843,Sell
2020-07-29,3.94,4.06,2879626,-2.0782891921531395,0.09279255519293184,0.3252691193458118,Sell
2020-07-30,4.0,4.1,2398485,-2.0525657845879683,-0.588070605893463,0.3818376618407357,Buy
2020-07-31,4.06,4.01,1879553,1.2520135709921338,-4.388501334543587,0.5232590180780453,Buy
2020-08-03,4.03,4.15,2518010,-2.7845562434696105,5.95605500574883,0.3394112549695425,Sell
2020-08-04,4.13,4.43,10361363,-6.759654937185184,2.502156737335203,0.268700576850888,Sell
2020-08-05,4.5,4.63,4925697,-2.575387530885405,3.721495673037767,0.06363961030678918,Sell
2020-08-06,4.6,4.43,1901224,4.477736749784869,-3.516452462011507,0.127279220613579,Buy
2020-08-07,4.39,4.16,3341099,5.575402466080951,-14.593932419830566,0.6151828996322964,Buy
2020-08-10,4.2,4.33,4561772,-2.9632372847590807,7.858929231511356,0.3818376618407357,Sell
2020-08-11,4.43,4.35,3139105,0.7184416932783333,-2.5443940929177384,0.44547727214752547,Buy
2020-08-12,4.4,4.52,3057594,-1.9854966369602076,0.002225665875620342,0.41719300090006356,Sell
2020-08-13,4.52,4.64,2128313,-2.6406363904814314,-0.11601865554921131,0.43133513652379424,Buy
2020-08-14,4.6,4.75,3474692,-3.1364877635514534,1.8195242431010001,0.4525483399593902,Sell
2020-08-17,4.78,4.63,2370970,3.171498762279219,-19.211125979156044,1.4495689014324222,Buy
2020-08-18,4.61,4.81,3834840,-4.257498199849981,0.01067055613121326,2.008183258569795,Sell
2020-08-19,4.8,4.72,2612583,1.1461081421523616,1.0540842653904268,2.114249275747777,Sell
2020-08-20,4.62,4.61,2441184,0.9612842877733621,-3.27666520320254,2.2698127676088173,Buy
2020-08-21,4.6,5.03,10642591,-9.018529953749615,9.918112104307614,1.8526197667087545,Sell
2020-08-24,5.1,4.87,4585366,4.895691946752275,-8.06991503231533,2.0011121907579295,Buy
2020-08-25,4.88,4.98,2998678,-1.8259523996394051,10.354003597459226,1.675843071412117,Sell
2020-08-26,4.97,5.11,2779664,-1.9832709710845873,6.149061616909363,0.7919595949289333,Sell
2020-08-27,5.11,5.25,3384658,-2.7566550460306427,5.122442726952727,0.5939696961966998,Sell
2020-08-28,5.3,5.39,4236926,-1.3169635204504533,0.29332994733848716,1.0748023074035526,Sell
2020-08-31,5.77,6.68,37975999,-16.039627216876827,12.495234374943347,0.28991378028648457,Sell
2020-09-01,7.3,7.65,23211046,-4.246827643718768,-19.978578151245898,0.7283199846221435,Buy
2020-09-02,7.8,7.71,13011113,2.2001924075427883,-9.248148278696977,1.0535891039679555,Buy
2020-09-03,7.88,7.82,14344502,-2.315380915429178,-1.748555974283243,1.1667261889578036,Buy
2020-09-04,7.78,7.65,7661994,0.8995821505579982,5.380263251534782,0.777817459305202,Sell
2020-09-08,7.55,7.7,9816620,-3.1742230855630558,2.722972072495981,2.022325394193526,Sell
2020-09-09,7.96,7.35,9068082,8.52805119781982,-5.750672203272978,1.9021172413918124,Buy
2020-09-10,6.65,6.23,15558278,4.165790645824776,2.3383306797294514,2.0576807332528535,Sell
2020-09-11,6.26,6.09,6061190,2.3657876809220837,-9.487968005624003,2.7789296500631315,Buy
2020-09-14,6.8,6.91,10118972,-1.0236335731119661,2.243519696408011,2.248599564173221,Sell
2020-09-15,6.86,7.09,5743489,-3.5443928419334805,-0.4166745664200504,2.3051681066681446,Buy
2020-09-16,7.03,8.68,19346508,-24.225405794964665,25.36536962141837,1.074802307403552,Sell
2020-09-17,8.57,9.2,17026720,-7.047955871154189,10.0696728104931,0.40305086527633227,Sell
2020-09-18,9.2,9.47,17407513,-4.063936889712421,4.241848516556498,0.05656854249492385,Sell
2020-09-21,9.35,8.75,7639806,6.27984540209278,-5.263415077532227,0.5020458146424494,Buy
2020-09-22,10.45,10.56,34752484,-0.4512510130670748,3.5471746519394634,1.0111626970967629,Sell
2020-09-23,10.6,10.04,10651152,2.777378994546843,-3.1549719210994622,0.4808326112068521,Buy
2020-09-24,9.71,9.14,7938838,6.504121325554228,-47.54330026452862,3.075914498161482,Buy
2020-09-25,9.19,10.02,7515157,-7.122180324701919,13.9401808728329,1.4142135623730951,Sell
2020-09-28,10.16,10.09,6764323,1.2198861232960447,-1.443434956141244,1.2091525958289968,Buy
2020-09-29,10.0,10.35,5244339,-3.961067408353531,2.0575090218742673,1.0818733752154186,Sell
2020-09-30,10.25,10.2,6079033,1.1399638264537055,1.412608578575268,1.449568901432423,Sell
2020-10-01,10.09,9.77,4554055,3.0217169393389125,-17.510212727376402,2.8708535316173833,Buy
2020-10-02,9.38,9.39,4340484,0.177911626844077,2.8853116078404346,2.7718585822512662,Sell
2020-10-05,9.44,9.46,2804969,1.0164303245605535,-6.423771680725992,3.146625176280136,Buy
2020-10-06,9.56,9.13,4535421,3.0959236388723888,-1.7754938727076166,3.344615075012369,Buy
2020-10-07,9.23,9.36,3308644,-0.3775929265526192,-1.1877127911454832,3.3516861428242355,Buy
2020-10-08,9.54,13.49,76453557,-41.03917893897439,36.47512484561972,1.0040916292848974,Sell
2020-10-09,12.83,12.02,77152780,6.818000548130983,-6.471632812234909,2.107178207935912,Buy
2020-10-12,11.66,11.8,23655701,-0.22354883284519933,8.961088921234463,1.1667261889578024,Sell
2020-10-13,11.73,11.88,10179708,-1.9035583864792638,8.976958108084855,0.5727564927611026,Sell
2020-10-14,12.67,12.25,10776762,2.5525724050289735,-1.02272507383194,0.30405591591021525,Buy
2020-10-15,11.99,13.83,39894822,-14.48849578803749,16.756257579183792,1.4849242404917495,Sell
2020-10-16,13.77,13.31,11651578,3.0632232346845116,6.270868950563913,2.0081832585697947,Sell
2020-10-19,13.44,13.91,13169073,-5.407341356165439,6.480236476194431,2.2344574285494905,Sell
2020-10-20,14.03,13.86,6603951,1.3204297661647721,-7.966096203381049,1.6192745289171933,Buy
2020-10-21,13.9,14.1,5361928,-1.5653057176981025,9.878781322532308,2.2556706319850863,Sell
2020-10-22,14.2,14.91,16212232,-4.564054093354673,3.6757817031026323,2.446589462905455,Sell
2020-10-23,15.05,15.0,6507324,0.34636773589607395,-3.26640276512484,2.2203152929257595,Buy
2020-10-26,14.93,13.45,13376269,8.737540088389263,0.3072706017782476,1.3859292911256325,Sell
