0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
1613606400,23990555,51,0.9932837464664981,0.9933118975223342,-0.9933072670215103,-0.9933126268131272,-0.993280679843524,0.9933176226663103,-0.9932816097652563,-0.9932811646029901,0.0,0.0,-0.9933194492616257,0.0,-0.9933218510584487,0.993318786583895,0.0,0.9932800241668746,-1.2019131859392616,0.9933092043897983,-0.9932866481408612,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49666547464564664,-0.49673534503353584,0.0,-0.4968115188250424,-0.4967596355149081,0.497000834606826,0.0,0.0,0.0,0.4968507990367141,-0.4970566662318386,0.6010888144056942,-0.4969847062003969,0.4966396581818606,0.4967291956918689,-0.49683805249407026,-0.4967287831545785,-0.496640430848273,-0.49700704298301446,0.0,-0.49687225303971905,-0.49664048442592185,-0.49674746073899784,-0.4967796773433724,0.4966495291212051,0.0,-0.49695658245882296,0.0,0.49674794675110806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1613692800,14828238,39,0.9933288077213187,-0.9933655580712762,-0.9933216414885309,-0.9933718004659258,0.9933718065172281,0.993319971121191,-0.993330708007185,-0.9933719748869845,-0.9935775245924999,0.0,0.0,0.0,0.0,0.9933278427838752,0.9933859090862502,-0.993322172481362,0.9933258523367027,-0.9933279138016741,0.0,0.0,0.993363459667614,-1.092663070435625,0.0,-0.9933833211140392,-0.9933226859797795,0.0,-0.9933280598055109,-0.9933280750946492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4975117636764842,0.49715466777238504,0.0,-0.4969167298482307,0.0,0.4972201701205021,-0.49680513278650923,0.49705060781703087,0.0,-0.4970880998702407,0.0,0.4980944576883819,0.0,-0.49680011920290307,-0.49685680526351256,-0.49714627075895,0.4968128746958451,-0.4967929602814416,-0.5025049300074484,0.0,-0.49679917399824897,-0.4967933430514922,-0.49681628181607435,0.49727939126785037,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1613952000,19476021,52,-0.9934801845925413,-0.9934802632903824,-0.9942232506570916,0.0,0.0,0.0,-0.9934794846749413,0.0,-1.2023451306083344,-0.9935169376100892,0.0,0.0,0.9935257161692117,0.0,0.0,0.0,-0.9934816220737147,0.9937261433761377,0.0,0.0,-0.9937330572447477,0.0,-0.9937003247598929,-0.9934807734531446,0.0,-0.9934794977605667,0.0,-0.9934821747121214,0.9934793712652521,-0.9936367513299892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49690791666248046,-0.4969643626652963,0.0,0.0,-0.4971452605697468,0.0,0.0,-0.4969206043132306,0.0,-0.49690852476010183,0.0,0.601280797803959,-0.49690203097684255,0.7275772468207915,0.0,0.0,0.0,0.0,0.0,0.0,0.49696937326939533,0.49690740470499034,0.49693265837404155,-0.8803480551318249,0.49702672116229335,0.0,0.0,0.4969396259071519,0.0,-0.4968947098156708,0.4968954192299431,0.4969756449239768,0.4969342063036848,-0.4969454869970887,0.0,-0.49689672471815427,-0.4969327281650145,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1614038400,7565215,67,0.0,-0.9935531832738709,0.9935480416344986,-0.9937156087104373,-1.0929243808080573,1.0928971093596158,-0.9935903283551174,0.9945408831431404,-0.9935757657534156,-0.9935890870245102,-0.9935872576309526,0.0,0.0,1.0929043213634961,0.9935504224951758,0.0,-0.9935481742149709,0.9936394334627556,0.0,0.0,0.0,-0.9935778425368238,-0.9935592430858122,-0.993629229039619,0.9935459448808899,1.0929493059838595,-0.9935415931667478,-0.9935779156940701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.497145253434463,-0.4971801999316556,0.0,-0.4971871541615794,-0.49712946563493887,-0.4971254167912743,-0.4971671554075469,0.0,0.49712375178391527,-0.4971892108959204,0.4976090032931741,0.4975532922024734,-0.49716746338143086,0.0,0.0,-0.49728400757590524,-0.4971417354788334,-0.4972995243467275,0.6017303739177372,0.0,-0.49741064279607927,-0.4973531779052787,0.0,-0.7277919382428338,0.4971955139268486,1.065567756746321,-0.4972178702056078,-0.49715084338848475,0.547053641579547,0.49721657271105624,-0.49759953456260303,-0.4973986181722147,0.7283199115503803,-0.49715690964838355,0.4971674260768031,0.49714458937923667,-0.49719019472125364,0.49726292591986043,0.49720558805585097,0.0,0.4971740891504168,0.0,0,0,0,0,0,0,0,0,1
1614124800,83111740,105,1.3085190061939116,-1.005500573580369,-1.2050216898338157,1.0012440864300503,1.3677951911256816,0.0,0.996576507728444,0.0,-0.999523712852128,-0.9950373557464268,1.0574772112898865,1.0000232336038541,-0.9965500636111275,-0.9945893294479505,-1.0462543145137946,1.0961398979066288,0.9970780116592342,-0.9982037166346981,-1.827091580298531,-1.3602431360038891,-0.9951883645587951,-0.9945597680422716,1.005267560657404,0.0,1.1030263626059467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.4978793054571396,-0.503705928121682,0.5063932487285576,-0.4981622335824987,0.5117358092376874,0.49686788290950656,0.4976681336582092,-0.8006237901818342,0.0,0.0,0.49793823910470403,-0.5027644170488481,-0.49867482100598887,0.0,0.5026058579211281,0.6687214336099006,-0.4977804814868986,0.5068501025510123,-0.5018511912371463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614211200,150308766,75,1.0022823371365945,0.0,0.9940540184265508,0.0,-0.9965849592148978,0.0,0.9946470381907903,-0.9954580196092264,0.9988755548197799,0.9976577756844178,-0.9936411316534397,-1.079918807556102,1.1848602583822707,1.3698343318911195,1.0039432240284527,-2.0387919421932237,1.1016276523161914,1.406083280046691,-1.141883611315665,0.9936536553945133,1.2019552172912542,-0.9966150517279064,0.0,-1.0326189076356476,-4.184132228759071,1.012128180630945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5284852003755631,-0.4980145440024652,0.49712001503142206,-0.5226756987714308,-0.49705088759299787,0.49711967958139613,0.0,-0.49717642038382515,0.49944333161470944,0.0,-0.49964148428747956,-0.4970574863518802,0.49715123379939974,-0.4973074926516038,0.4985031602051083,-0.5224742106504858,0.5104020186297734,0.5083786584551544,0.5238008572218585,-0.4979476070819755,0.0,0.0,-0.5097626795053702,0.0,-0.5162632272132981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1614297600,92194154,70,-1.1556611088399553,0.0,-1.4277858026820525,1.3934830409831758,-1.017321244649645,1.0214749901457252,-1.4982120046270084,-1.166848553971671,1.3457505121118942,1.407779188706285,1.225158578300258,1.3279777874719971,-1.3046742270985425,1.9016657911188295,-1.1229304352058072,1.0438586197485922,-1.0243059793938647,1.0147352392889584,0.0,-1.0197768152232067,1.158096284461127,-1.2706660188349097,1.0804870378973899,0.0,1.6182838879319916,-1.160061864841114,-1.0610996543026248,0.0,1.2239328794034035,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5109395482383345,-0.5066324328052652,0.5190514571303769,-0.5174146807565875,-0.5162691129818764,-0.502101668217047,0.5111882968504293,0.0,0.5550800220716302,0.0,-0.5126888762287575,-0.5246038542033306,0.0,0.0,0.0,-0.506855831211374,0.0,-0.5059041720645824,-0.5074194704375147,-0.5024546975092327,-0.5063058837079605,0.0,0.0,0.0,-0.9105075322284779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1614556800,49793965,79,-0.9939683350266677,0.0,0.9940040564251947,-0.9943546861217274,-0.9940181833810553,0.9941497270708238,1.0589066615169995,-0.9939254785525711,2.1934772321340557,-0.99419977018152,-0.9942837866831407,0.0,-0.9939723611425408,-0.9940407632052152,-1.9367869113584821,0.993892633199104,-0.9938809664076156,1.326691290778967,-0.9959029821860342,-1.0242087267706368,0.9938776797918765,1.105983527451155,0.0,-0.9940848369677289,1.093382334902735,-1.0934156060175004,-0.9938784627438231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614643200,33783044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1614729600,19273882,137,0.0,-0.9939958889875322,0.9940142272773946,-0.9940071461506089,0.0,-0.9939972742862218,-0.9940175418126628,0.0,0.9940214788724313,0.0,1.7609176961761326,0.9939952145631311,0.9940074313207397,-0.9939968713297418,0.0,0.9939931542309836,0.9940064484494365,0.9939958964346803,-0.9940140808076626,0.9940129492810734,0.9940063125574063,-0.9940055477246187,0.9940193159265658,-0.9939945573956022,1.2027612363004374,-0.9940043906531928,-0.9939945373460193,1.323010066262061,0.0,-0.994012394665074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.49764079444615267,-0.4978233231935298,-0.4975545206770055,-0.4978547052024548,-0.662449012213172,0.49805945968877746,-0.4976041878605628,0.49811576004837227,0.0,0.49755269905812466,-0.49747927010696963,-0.497596953522699,0.0,0.49859135889775924,-0.49750331290642624,-0.4974989739231046,0.49757844204891266,-0.4974776570654277,0.49802823648935557,-0.4977779929678244,0.4978951560032918,0.4986225055843318,0.72865017118654,0.0,0.497553691692591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614816000,32606893,290,-1.0047545621634633,-1.0004519376890275,1.338975043041508,-1.0129255456599062,-1.0929523476629217,1.7707852359197491,1.3036079350164795,1.1881439123400483,1.062104744313096,0.0,-1.0330223316844696,-1.0511476243352764,-1.6500025560058869,-0.9985484037033283,-1.0995342558961945,0.0,0.0,0.9986765741273569,0.0,1.0021042636509756,-1.128698801230057,0.0,1.2180092622122998,1.6491295637593988,-1.001099309695813,-1.040385959682492,1.59683374329154,-0.9989845047630677,-1.9643920636944232,0.0,2.8533420418387143,1.0000322051454298,1.1063292191468967,-0.9981694679416423,1.0108453934320432,-1.618249303432918,-0.9988685928351244,1.389907474732546,-1.0026006929067763,1.0518374256425933,-1.33567566034942,0.0,-1.2092099012081332,-1.4201297145018208,1.6096508453160616,-1.1837820213251464,0,0,0,0,-0.5039332555635785,-0.5031410903014928,-0.5017204464840251,0.5015139111704804,0.5056417586092664,-0.5111591616157642,0.5094387468003282,0.49878965788083207,0.0,-0.4976262024977298,-0.5011498163791072,0.5080184972237569,-0.5059340852406965,-0.49758944557839,-0.5030010614540633,-0.4975949473531896,-0.5229651324057776,-0.49763306773416904,0.5038036416884896,0.508594127806165,0.0,0.7300400444262315,-0.49834567977369876,0.0,0.5066978063181512,0.0,0.5093514396651108,-0.49780808990618114,0.4982326060730645,-0.5012053983567746,0.4975508756469992,0.0,0.49769602915903866,-0.5022835847803218,0.5020517199459832,-0.4992274922787949,-0.49892820517112607,-0.49888459537061997,0,0,0,0,0,0,0,0,0,0,0,0,0
1614902400,30733673,111,-1.0012922373536108,1.0887915812627578,0.9960804302688308,1.0017723614471827,1.0008230759216614,1.022676840379075,-1.0571679972641357,1.4826569522241382,1.3006630013778904,1.0234328937320143,-1.0117626881098054,-1.1664181160789209,1.2229664450424254,0.0,-1.1308711561993063,0.999182209155271,0.0,1.0262032513252337,-1.2769402183507663,-0.9999182467275848,-1.1083539603384691,-1.4510064093789006,1.0389827475695024,-0.9985528611738186,0.0,-0.9998488015581437,0.0,-1.458847159471591,1.0034203991159583,-0.9959485157994119,-1.000789933035021,-1.0389028702107477,-0.998059406860249,14.364524108320163,1.0069248873301235,0.0,-1.0239860891075905,1.7939862712438635,-1.0207799559421034,-1.0076037352962954,-1.0006801478760483,1.308905324450847,-1.0150969652906656,0,0,0,0,0,0,0,-0.4976398267196074,0.4975891191760249,-0.4987232346693444,-0.5936168482055727,0.4984688632043442,-0.49797739774948824,0.0,-0.49757043278321067,-0.502095924251678,-0.5042943295051117,-0.4984617702484944,-0.4984416957650412,-0.49783997967768273,0.0,0.0,0.4975079249984542,-0.5054773236070882,0.49846508501884584,0.0,0.5011944565498259,-0.49941409047772317,0.49947400721957824,0.0,-0.49775179855202684,-0.6084513717300153,0.49751503752634724,0.49789646257646303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615161600,63565620,102,0.9942571190683162,-0.9942582226990877,-0.9942575350001073,-0.9943106659582464,-0.9942568502801334,-0.9942593352938007,-1.0936842591116447,0.0,0.9942707456395704,-0.9942580194146313,-1.2030508423318822,-0.9942566303259079,-0.9942580540696581,0.0,-0.9942718603266765,0.9942577995295735,-0.9942572613777994,-0.9942557697536488,-0.9942606690818493,0.9943350151977866,-0.9942557152725396,0.9942562487250682,0.9942592379184916,-0.9942559007430538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6015243811643319,-0.49712779514578803,-0.49712768398244583,0.0,-0.4971276152183458,0.0,-0.49713652761643684,-0.4971276310802416,-0.4971278396212154,-0.49712758812025065,-0.49712780290326386,-0.49712762556474754,0.4971278375803894,0.546840346033965,-0.49712770606452333,-0.4971345876967092,-0.4971278223001601,0.49712781732038475,0.49712759279658886,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615248000,39099331,65,-0.9943263177832048,0.9942832704900928,-0.9942799690173141,0.9943243328713895,-0.9942933862333707,1.0937620631934577,1.0937833268637043,-1.0937108283210963,-0.9943283472088074,0.0,0.994328367342006,-0.9942804723377405,-0.9943284593091898,-0.9943318554018571,-0.9943423271596187,0.9943290087538973,-0.9943409960709058,0.0,-0.9943308583064353,-0.9943360346356773,0.0,0.0,0.0,0.9943392993421124,1.3234108488453107,0.0,0.9943290364341978,0.9942818788387626,0.9942802105288555,0.994282484384017,-0.9943297993217414,-0.9943296828766844,-2.579028896984536,0.0,-1.203075027824091,-0.9942819523106469,1.203148751462817,-0.9942792792810281,-0.9942814023001418,0.9942824456292828,0.9942821518773263,-0.9942829015405464,-0.994335140542051,-0.9943345618429763,0,0,0,0,0,0,-0.9692443114064402,0.4975397328129023,-0.49735593596566174,-0.4978391413448921,0.497577260036161,-0.4987633046566185,-0.4974494981772175,-0.4975084465103994,-0.4975070146108994,0.0,0.49766397924605504,0.4975133331949481,-0.49766994515647467,-0.4976148887315004,0.0,-0.4975268550561529,0.5003648208540709,-0.4974058843960363,-0.4974632121974636,-0.4976576368688411,0.4976221879401779,-0.49737559214979987,-0.49750597224585125,-0.49735596055222897,0.4976198787101758,-0.49756970487680163,0.0,-0.49748759680225857,0.7282625886684739,0.4976135171574334,0.4975071727551365,0.49772837437992967,0.49970919807757075,-0.4975387222693242,0.4975569969731253,-0.49755372744833115,-0.49767223625127327,-0.4983253227165083,-0.49755937822250745,-0.49736235940752643,0.4995266767334439,0.49760842534250554,0.4973745636559908,0.0,0.5471332975572458,0.49930873881364396,-0.4998142612724067,-0.5021544008469774,0,0,0
1615334400,71570566,272,1.203195733752381,-1.7615818273679325,0.9943997060945542,0.9943769506439919,0.9943877158285348,0.9943817039596385,0.9943768981836658,1.323477034003779,0.0,-0.9943797256255155,2.344682275019053,-0.994375288740887,-0.9943463045800672,-0.9943837897366026,0.9944723543053356,0.9943878911034931,-0.9943739098962614,-0.9943986178036284,-1.0938119961133936,-0.9943803374956534,-0.9943799618726175,0.9943997581768024,0.9943823995351737,-0.9943647137666056,0.9943800047127159,0.9943801351052888,1.093827383327236,-0.9943704881015407,-0.9943860948315405,0.0,1.3235131430466784,-1.0938177165872274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49788279529037005,-1.0670817461756272,0.4977156015474766,-0.49867092061110246,0.0,0.4977220047733275,0.4977721759183652,-0.49829319164746977,0.4977073372848756,-0.49814894137754295,0.0,-0.49779668049449344,0.4978465638751516,-0.49833313689527964,0.49772434059382215,0.49771084955093414,-0.49777113709383547,-0.4979148785844535,-0.4985458766465254,0.4977386140431567,0.4977665824183295,0.49785388585587154,-0.49771538912345414,0.4977634454598486,0.0,0.4976980117336282,0.4977701158630399,0.498264764185753,0.49779234748875645,0.4979962229783186,0.4979102005525729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
