0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
1612483200,81345013,137,-1.2541722597547176,1.090506499232016,-1.1558425640863614,1.470050365334334,-1.1428217086219852,-1.1269226092851183,0.0,-1.096567284519416,-1.2171141716405323,0.0,0.0,-1.2953175888328774,-1.286346190696055,-1.0624548527535307,30.643345260503974,-1.0625436103531016,-1.4606044268836205,0.0,-1.378621679492845,0.0,-1.1499984456520744,0.0,-1.1559246505892486,0.0,-1.3353990094040316,-1.1405271306575002,0.0,-1.5224191004003935,-1.3271043674748721,-1.2675190285150544,-1.101478956647107,0.0,-1.1893484013883535,-1.107635056114121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612742400,25687282,34,-0.9928014629599208,-0.9927890808337636,0.0,0.9927893786066387,0.9928888291577924,-0.9927881595205738,0.0,-0.9927890433079335,0.0,-0.992788777149659,0.9927881559263583,0.0,-0.9927894456507639,0.0,-0.9927886550519154,0.9928636746391926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4963944727085011,0.5460334540426947,0.0,0.0,0.0,-0.49639439968555976,0.0,-0.4963944038993409,-0.4963942167201936,0.0,-0.49639423509307445,-0.49639439755670006,-0.49639425439704027,-0.4963943916135184,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1612483200,81345013,137,-1.2541709683072997,1.0905052078304844,-1.155841272678218,1.470049073905557,-1.1428204171767085,-1.1269213178469764,0.0,-1.0965659930836884,-1.2171128804376063,0.0,0.0,-1.2953162974128765,-1.2863448992933,-1.0624535613257307,30.6433122681118,-1.0625423189021403,-1.4606031354343871,0.0,-1.378620388242564,0.0,-1.1499971543796923,0.0,-1.1559233591396574,0.0,-1.3353975888556753,-1.140525839212203,0.0,-1.5224178089973235,-1.3271030760368698,-1.2675177372771116,-1.1014776654362037,0.0,-1.1893471099376247,-1.107633764675681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612742400,25687282,34,-0.9928001709977838,-0.9927877888723043,0.0,0.992788086620459,0.9928875371732454,-0.9927868675474499,0.0,-0.9927877513139667,0.0,-0.9927874851582987,0.9927868639307581,0.0,-0.9927881538280096,0.0,-0.9927873632104585,0.9928623827818298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49639382677651406,0.546032743510732,0.0,0.0,0.0,-0.49639375377498457,0.0,-0.49639375799089724,-0.4963935708078015,0.0,-0.4963935891843266,-0.4963937516437608,-0.4963936084780835,-0.49639374566756533,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1612828800,26843082,75,-0.9928226329432792,-0.992789167353183,-0.9928227232676486,-0.9928519064063175,-0.9928148753868207,2.575333575238302,-0.9928771305489156,-0.9928227485838762,-0.9929566628079203,-0.9928507976657029,-0.9927886072421518,0.9927884329581239,-0.9928012303922032,-0.9928633650239239,-0.9928229588389835,-0.9932517852154905,-0.9927891416180284,0.0,0.0,0.0,-0.9928160382282659,0.9928779362865784,0.9928278387630546,0.9928227121255772,-0.9928059640631983,-0.9928227617523502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4968819514695663,-0.4970087614795412,-0.49711498288496336,-0.4969430020003952,0.0,-0.4970191547518567,-0.496862708587986,-0.4968289282970511,0.4971439202157413,-0.49703089542794054,0.0,-0.49686647886974583,-0.49686962638671434,-0.4968671928386019,-0.49756275667416755,0.4969469428369843,-0.4968496642101498,-0.6011689826689881,0.5465418567337901,-0.49755408050529903,-0.496852798030437,0.0,-0.49684284991703653,-0.4968353285965477,-0.49707560895102776,-0.4969655565122456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1612915200,36455036,147,-0.9928815136903963,-0.9928791774195479,0.0,0.0,0.0,0.9928812546570663,0.9928590923781055,-0.9928792144173764,0.0,1.4536780662757207,-0.9928788786374881,0.0,-0.9928864679456062,0.0,-0.9928817749949693,0.9928800512765724,-0.9928808699182402,-0.9928792570072439,-1.0921664546931102,-1.453676727163036,1.4536778490728048,-0.9928780389867394,-0.9928812834581862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49657184698665985,-0.49655227266968455,-0.4968224683555965,-0.49680248314352293,-0.49676009557181944,-0.4967540854930674,0.6009195805714364,-0.49660892493069936,0.6609628251116745,-0.496771175071944,-0.496771715100597,0.4969906175020977,0.0,-0.49655222639841207,-0.49675281930930987,0.49655853118149923,-0.4967087477708873,0.49677884110151777,-0.4966084438101587,0.4965838524173402,0.6612025480888524,0.0,-0.4967531973843696,0.0,0.49685222318652533,0.49682866535197384,-0.49675292938665994,0.49659713847853015,-0.4965646333675535,-0.49683545621609027,-0.49714792674008557,0.5465667662572595,0.49660897904980417,0.0,-0.49672122068431357,0.4965781993289657,-0.4966840320887043,-0.4968542406248609,-0.4970183015245528,0.49659646557594295,-0.49678548495193176,0.0,-0.4965522153839064,-0.4965773991874698,0.4968970120958214,0.0,0,0,0,0,0
1613001600,13056725,66,0.0,-1.3230934224367341,1.000763592288178,0.0,1.0001984009349254,0.0,0.0,-0.9936282998873198,-0.9929043597898186,-0.9936461913276557,0.0,-0.9950522133129739,0.0,-0.9930814758573635,-0.9947096175588424,0.0,-0.9959178224104087,-0.9929049158117189,-4.58046967958034,-1.322843705954549,0.0,-0.9929044221352824,0.0,-0.9929045148823222,1.453709685812573,-0.9929054509963976,-0.9946032945673768,1.0259744769226444,-1.016815525044479,0.0,-0.9988960526254225,0.9951877133047776,-0.9929040564196085,0.0,-0.9946022273520436,-1.0016641913424111,-0.9937503669492659,0.9975114749466151,-0.9953265472382982,0.9956825604025975,-0.9937726228695425,-1.4566238629551254,-0.9929055035720751,0.9929041183952333,0,0,0,0,0,0,-0.5038217641516304,-0.49765379922838965,-0.4988295085500214,0.4997785276315206,0.0,-0.49847846080354774,-0.5056031253510306,-0.5080752418896938,0.4987495818794204,0.4980475667331326,0.5016848923437196,0.5037980917074252,-0.4978613165427514,-0.4984940618594398,0.49919008029309236,0.0,0.49750388259533324,-0.49835867351173563,0.4975784650876671,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613088000,14573264,24,-0.9940389777330025,-0.9935049864262526,0.9929481278996496,0.9946536909213481,1.0938537103503214,0.9930727662664468,-0.992948154426705,0.9985960380920188,-0.9929482987109852,-0.9929781775049016,0.0,0.0,-0.9929481881126561,0.9929480710487962,0.0,-0.9930401891459976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.4973251864297403,0.0,0.49862717555669733,-0.4974010283797169,0.0,-0.8008891649182526,-0.49691226029607277,-0.49811074674460687,0.4982656155693795,-0.4966809350136125,-0.4992018414106581,-0.4973757264237382,-0.4967619909074312,-0.49674973688293167,0.4967058620821689,0.6010972755538172,-0.4975451606204037,-0.4967747724706912,-0.4967121406081134,-0.4968683549060824,0.4967929038709729,-0.49670578376283975,0.49798844194142716,-0.49669907801998436,0.4966804427763083,0.0,0.4966869273099189,-0.7296163871404584,0.0,0.49737475234490447,-0.4969812111139692,0.0,-0.4972751664087895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1613433600,8175030,47,-0.9931900647236699,0.9931675478712412,42960.04278229056,0.993170128795351,-2.8336960523573067,-0.9931636138346409,-0.9931629470483475,0.0,-0.9931708386392452,-0.9932831417107791,0.0,-0.9931631340901595,-0.9931670053663735,0.0,0.993170499840404,0.9931823065906128,-0.9931623751372369,0.9931719886122226,0.0,-0.9931642068535076,0.9931912172791781,0.0,-0.9931853146772119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4967468467484592,0.4967467915983459,0.4967190989092295,-0.4967090665281862,0.4968053890507237,-0.4967351453128135,-0.49690582637650343,0.0,0.0,-0.49668749459927025,-0.4967474949844979,-0.4967602121213581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1613520000,9260795,64,0.0,-0.9936689537947643,0.0,-0.9932141072443905,0.0,0.0,-0.9932152255066647,0.9933485267099839,0.0,-0.9932150384619621,-0.9942829442242992,0.9935852973411089,-0.9932134739577719,1.5995822116504161,0.9932141718444484,-0.9932186445546691,-2.341984792247591,0.0,0.9941563427474649,0.9932598374251985,0.9959474168272248,-0.9936565785707074,-0.9933795339959903,-0.9933689776889585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.4967126351232107,0.4966067964939646,0.0,0.4967121754129367,0.0,-0.4966995466853267,-0.4966576353654523,0.0,-0.49672455001492805,0.4967246727761193,0.7272116249509901,-0.4968692289229752,-0.4966995072327343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
